name,path,split,family_id,archetype,family_origin,heldout_compositional,variant_index,engagement_class,initial_min_cross_distance,terrain,formation,layout,num_allies,num_enemies,ally_value,enemy_value,ally_value_ratio,difficulty_proxy,static_difficulty_score,ally_composition,enemy_composition,sha256
r2g_blind_compositional_1726,configs/blind_compositional/r2g_blind_compositional_1726.json,blind_compositional,stalker_zealot_vs_swarm_01,stalker_zealot_vs_swarm,legacy_r2_1300,True,6,far,16.9922,SIMPLE,compact,horizontal,4,9,450,300,1.5,strong_advantage,0.0,"{""STALKER"": 2, ""ZEALOT"": 2}","{""BANELING"": 3, ""ZERGLING"": 6}",8488b97260cb2bb6f02db8b784d4be3fa220c1dce81938fdb42808f2ba6c0599
r2g_blind_compositional_1727,configs/blind_compositional/r2g_blind_compositional_1727.json,blind_compositional,stalker_zealot_vs_swarm_01,stalker_zealot_vs_swarm,legacy_r2_1300,True,7,medium,12.7642,SIMPLE,split,diag_down,4,9,450,300,1.5,strong_advantage,0.0,"{""STALKER"": 2, ""ZEALOT"": 2}","{""BANELING"": 3, ""ZERGLING"": 6}",748c97a650c26499bed510b06518ae468c4c7989608c01c3a2111f0c3277f35e
r2g_blind_compositional_1728,configs/blind_compositional/r2g_blind_compositional_1728.json,blind_compositional,stalker_zealot_vs_swarm_01,stalker_zealot_vs_swarm,legacy_r2_1300,True,8,immediate,5.3945,NARROW,staggered,narrow_same_side,4,9,450,300,1.5,strong_advantage,0.0,"{""STALKER"": 2, ""ZEALOT"": 2}","{""BANELING"": 3, ""ZERGLING"": 6}",f306bd92fb9aad4380662f921f078201fcfd68b10d5635bd7d747fe26f51d726
r2g_blind_compositional_1729,configs/blind_compositional/r2g_blind_compositional_1729.json,blind_compositional,stalker_zealot_vs_swarm_01,stalker_zealot_vs_swarm,legacy_r2_1300,True,9,near,8.9326,NARROW,compact,narrow_same_side,4,9,450,300,1.5,strong_advantage,0.0,"{""STALKER"": 2, ""ZEALOT"": 2}","{""BANELING"": 3, ""ZERGLING"": 6}",b1b88350573b2435d16139be03d327b288d7e59d5c618e2962954d15f4719ccb
r2g_blind_compositional_1730,configs/blind_compositional/r2g_blind_compositional_1730.json,blind_compositional,stalker_zealot_vs_swarm_01,stalker_zealot_vs_swarm,legacy_r2_1300,True,10,immediate,5.4999,OCTAGON,compact,horizontal,4,9,450,300,1.5,strong_advantage,0.0,"{""STALKER"": 2, ""ZEALOT"": 2}","{""BANELING"": 3, ""ZERGLING"": 6}",9ac50b58f2664bf18c47efed60d6b30063fa9617385f9cd7886432d09481c21d
r2g_blind_compositional_1731,configs/blind_compositional/r2g_blind_compositional_1731.json,blind_compositional,stalker_zealot_vs_swarm_02,stalker_zealot_vs_swarm,legacy_r2_1300,True,1,near,8.697,NARROW,split,narrow_same_side,6,10,675,400,1.6875,strong_advantage,0.0,"{""STALKER"": 3, ""ZEALOT"": 3}","{""BANELING"": 6, ""ZERGLING"": 4}",903ae6d6b9344be7a8166c09a135a15dd3e0cb6882da17b7b7c9907c080cdfd9
r2g_blind_compositional_1732,configs/blind_compositional/r2g_blind_compositional_1732.json,blind_compositional,stalker_zealot_vs_swarm_02,stalker_zealot_vs_swarm,legacy_r2_1300,True,2,medium,12.9081,OCTAGON,staggered,diag_up,6,10,675,400,1.6875,strong_advantage,0.0,"{""STALKER"": 3, ""ZEALOT"": 3}","{""BANELING"": 6, ""ZERGLING"": 4}",72f5898389f0d77bee1663394d257e6a71d8bef455e5be56517d3b4535dacfef
r2g_blind_compositional_1733,configs/blind_compositional/r2g_blind_compositional_1733.json,blind_compositional,stalker_zealot_vs_swarm_02,stalker_zealot_vs_swarm,legacy_r2_1300,True,3,far,16.8807,SIMPLE,type_split,horizontal,6,10,675,400,1.6875,strong_advantage,0.0,"{""STALKER"": 3, ""ZEALOT"": 3}","{""BANELING"": 6, ""ZERGLING"": 4}",13d38c6098d65a44e28cd848aab75f1e9f3b4cfbcb5567fa61c1e9fc09b9086d
r2g_blind_compositional_1734,configs/blind_compositional/r2g_blind_compositional_1734.json,blind_compositional,stalker_zealot_vs_swarm_02,stalker_zealot_vs_swarm,legacy_r2_1300,True,4,near,8.904,OCTAGON,compact,vertical,6,10,675,400,1.6875,strong_advantage,0.0,"{""STALKER"": 3, ""ZEALOT"": 3}","{""BANELING"": 6, ""ZERGLING"": 4}",26ca73a8228eba54b8cc1e6077933df25565a716b028a966d8f9df247bc2742e
r2g_blind_compositional_1735,configs/blind_compositional/r2g_blind_compositional_1735.json,blind_compositional,stalker_zealot_vs_swarm_02,stalker_zealot_vs_swarm,legacy_r2_1300,True,5,medium,12.8552,NARROW,split,narrow_cross_gate,6,10,675,400,1.6875,strong_advantage,0.0,"{""STALKER"": 3, ""ZEALOT"": 3}","{""BANELING"": 6, ""ZERGLING"": 4}",df0213681620526a07acedc337c87774fd93bdb4985c51bb65785072b3e1cce5
r2g_blind_compositional_1736,configs/blind_compositional/r2g_blind_compositional_1736.json,blind_compositional,stalker_zealot_vs_swarm_02,stalker_zealot_vs_swarm,legacy_r2_1300,True,6,immediate,5.4896,OCTAGON,staggered,diag_down,6,10,675,400,1.6875,strong_advantage,0.0,"{""STALKER"": 3, ""ZEALOT"": 3}","{""BANELING"": 6, ""ZERGLING"": 4}",4d3bd0af5451c7485c82cac9a2a1d76b0b2919741d7ba3669e46c8f0813b6f8b
r2g_blind_compositional_1737,configs/blind_compositional/r2g_blind_compositional_1737.json,blind_compositional,stalker_zealot_vs_swarm_02,stalker_zealot_vs_swarm,legacy_r2_1300,True,7,near,8.6775,SIMPLE,type_split,diag_up,6,10,675,400,1.6875,strong_advantage,0.0,"{""STALKER"": 3, ""ZEALOT"": 3}","{""BANELING"": 6, ""ZERGLING"": 4}",242a71f2c0d56f54eca91bc0cfa5b31c0cd8815bd3c4b990db60db1f3ee3a17b
r2g_blind_compositional_1738,configs/blind_compositional/r2g_blind_compositional_1738.json,blind_compositional,stalker_zealot_vs_swarm_02,stalker_zealot_vs_swarm,legacy_r2_1300,True,8,far,17.0837,SIMPLE,compact,horizontal,6,10,675,400,1.6875,strong_advantage,0.0,"{""STALKER"": 3, ""ZEALOT"": 3}","{""BANELING"": 6, ""ZERGLING"": 4}",95ba416abd4a66c598c76c2d803169bcb853e6fa63cfe747866d082bb5cb3ea1
r2g_blind_compositional_1739,configs/blind_compositional/r2g_blind_compositional_1739.json,blind_compositional,stalker_zealot_vs_swarm_02,stalker_zealot_vs_swarm,legacy_r2_1300,True,9,medium,12.7231,SIMPLE,split,diag_down,6,10,675,400,1.6875,strong_advantage,0.0,"{""STALKER"": 3, ""ZEALOT"": 3}","{""BANELING"": 6, ""ZERGLING"": 4}",cf3ebe984ffd318662b4afe12139569d43b035c1f4dd9bef16431dc333dc89a1
r2g_blind_compositional_1740,configs/blind_compositional/r2g_blind_compositional_1740.json,blind_compositional,stalker_zealot_vs_swarm_02,stalker_zealot_vs_swarm,legacy_r2_1300,True,10,immediate,5.4126,NARROW,staggered,narrow_same_side,6,10,675,400,1.6875,strong_advantage,0.0,"{""STALKER"": 3, ""ZEALOT"": 3}","{""BANELING"": 6, ""ZERGLING"": 4}",e35a82cb6cff68c1b36b9ed284e347e935baafc37389ba80b5a2150304723d61
r2g_blind_compositional_1741,configs/blind_compositional/r2g_blind_compositional_1741.json,blind_compositional,marine_medivac_vs_swarm_01,marine_medivac_vs_swarm,legacy_r2_1300,True,1,near,8.7306,NARROW,compact,narrow_same_side,5,9,325,300,1.0833,balanced,0.530303,"{""MARINE"": 4, ""MEDIVAC"": 1}","{""BANELING"": 2, ""MARINE"": 1, ""ZERGLING"": 6}",51533b7dbc3d132336e7ffc92e6313f6d91ea685e190085aec38bafebf6de41c
r2g_blind_compositional_1742,configs/blind_compositional/r2g_blind_compositional_1742.json,blind_compositional,marine_medivac_vs_swarm_01,marine_medivac_vs_swarm,legacy_r2_1300,True,2,immediate,5.41,OCTAGON,compact,horizontal,5,9,325,300,1.0833,balanced,0.530303,"{""MARINE"": 4, ""MEDIVAC"": 1}","{""BANELING"": 2, ""MARINE"": 1, ""ZERGLING"": 6}",c74e555676bc4e7bb0ffc1e4263bc4aee3eddeff1df90787db5ba8f652a0730e
r2g_blind_compositional_1743,configs/blind_compositional/r2g_blind_compositional_1743.json,blind_compositional,marine_medivac_vs_swarm_01,marine_medivac_vs_swarm,legacy_r2_1300,True,3,near,8.7871,NARROW,split,narrow_same_side,5,9,325,300,1.0833,balanced,0.530303,"{""MARINE"": 4, ""MEDIVAC"": 1}","{""BANELING"": 2, ""MARINE"": 1, ""ZERGLING"": 6}",6e75ac73e41f2118001ce1df0f65182c8d03041d5e4123045d09a65c682edf50
r2g_blind_compositional_1744,configs/blind_compositional/r2g_blind_compositional_1744.json,blind_compositional,marine_medivac_vs_swarm_01,marine_medivac_vs_swarm,legacy_r2_1300,True,4,medium,12.9937,OCTAGON,staggered,diag_up,5,9,325,300,1.0833,balanced,0.530303,"{""MARINE"": 4, ""MEDIVAC"": 1}","{""BANELING"": 2, ""MARINE"": 1, ""ZERGLING"": 6}",62259058272eca3dd632a8cba06f3e479e65dfa44703bd36313345f495f8793f
r2g_blind_compositional_1745,configs/blind_compositional/r2g_blind_compositional_1745.json,blind_compositional,marine_medivac_vs_swarm_01,marine_medivac_vs_swarm,legacy_r2_1300,True,5,far,17.0654,SIMPLE,type_split,horizontal,5,9,325,300,1.0833,balanced,0.530303,"{""MARINE"": 4, ""MEDIVAC"": 1}","{""BANELING"": 2, ""MARINE"": 1, ""ZERGLING"": 6}",2f8e426e10ed93c29c597da2691459292fd348dbc1d955785fedff3448dc4b58
r2g_blind_compositional_1746,configs/blind_compositional/r2g_blind_compositional_1746.json,blind_compositional,marine_medivac_vs_swarm_01,marine_medivac_vs_swarm,legacy_r2_1300,True,6,near,8.7136,OCTAGON,compact,vertical,5,9,325,300,1.0833,balanced,0.530303,"{""MARINE"": 4, ""MEDIVAC"": 1}","{""BANELING"": 2, ""MARINE"": 1, ""ZERGLING"": 6}",965ffaf78147409b02cff8098b7608b7e733bfe2e786099c5233151969048cd5
r2g_blind_compositional_1747,configs/blind_compositional/r2g_blind_compositional_1747.json,blind_compositional,marine_medivac_vs_swarm_01,marine_medivac_vs_swarm,legacy_r2_1300,True,7,medium,12.615,NARROW,split,narrow_cross_gate,5,9,325,300,1.0833,balanced,0.530303,"{""MARINE"": 4, ""MEDIVAC"": 1}","{""BANELING"": 2, ""MARINE"": 1, ""ZERGLING"": 6}",74968d90ad9000b6a78682f83bf93b371e1a823e910cc0fe70c4faaca923af09
r2g_blind_compositional_1748,configs/blind_compositional/r2g_blind_compositional_1748.json,blind_compositional,marine_medivac_vs_swarm_01,marine_medivac_vs_swarm,legacy_r2_1300,True,8,immediate,5.2997,OCTAGON,staggered,diag_down,5,9,325,300,1.0833,balanced,0.530303,"{""MARINE"": 4, ""MEDIVAC"": 1}","{""BANELING"": 2, ""MARINE"": 1, ""ZERGLING"": 6}",6abc5d8b2b85d02643f3bdf678ca1f0bfe783eb14f2c23028a10caa2cffed8ee
r2g_blind_compositional_1749,configs/blind_compositional/r2g_blind_compositional_1749.json,blind_compositional,marine_medivac_vs_swarm_01,marine_medivac_vs_swarm,legacy_r2_1300,True,9,near,8.8655,SIMPLE,type_split,diag_up,5,9,325,300,1.0833,balanced,0.530303,"{""MARINE"": 4, ""MEDIVAC"": 1}","{""BANELING"": 2, ""MARINE"": 1, ""ZERGLING"": 6}",0723ba391665ef7aa58b0cb7916568e8f6d8eb85c3419eadb038d364f735460c
r2g_blind_compositional_1750,configs/blind_compositional/r2g_blind_compositional_1750.json,blind_compositional,marine_medivac_vs_swarm_01,marine_medivac_vs_swarm,legacy_r2_1300,True,10,far,17.113,SIMPLE,compact,horizontal,5,9,325,300,1.0833,balanced,0.530303,"{""MARINE"": 4, ""MEDIVAC"": 1}","{""BANELING"": 2, ""MARINE"": 1, ""ZERGLING"": 6}",d7633c6fa8731ff0aae0efea8eb54407603350bf74f0b934b5c0592f6b708810
r2g_blind_compositional_1751,configs/blind_compositional/r2g_blind_compositional_1751.json,blind_compositional,marine_medivac_vs_swarm_02,marine_medivac_vs_swarm,legacy_r2_1300,True,1,medium,12.893,SIMPLE,split,diag_down,7,10,425,350,1.2143,moderate_advantage,0.292208,"{""MARINE"": 6, ""MEDIVAC"": 1}","{""BANELING"": 3, ""MARINE"": 1, ""ZERGLING"": 6}",1dbd74f4fe744a1127108c5a53f640eb088bc1e3f39469ec8d9e2fa45b8b5977
r2g_blind_compositional_1752,configs/blind_compositional/r2g_blind_compositional_1752.json,blind_compositional,marine_medivac_vs_swarm_02,marine_medivac_vs_swarm,legacy_r2_1300,True,2,immediate,5.351,NARROW,staggered,narrow_same_side,7,10,425,350,1.2143,moderate_advantage,0.292208,"{""MARINE"": 6, ""MEDIVAC"": 1}","{""BANELING"": 3, ""MARINE"": 1, ""ZERGLING"": 6}",c00154c6f0b14403c1ca52abe5f2136ae76aac54e7d57b39536b7635251938fa
r2g_blind_compositional_1753,configs/blind_compositional/r2g_blind_compositional_1753.json,blind_compositional,marine_medivac_vs_swarm_02,marine_medivac_vs_swarm,legacy_r2_1300,True,3,near,8.6783,NARROW,compact,narrow_same_side,7,10,425,350,1.2143,moderate_advantage,0.292208,"{""MARINE"": 6, ""MEDIVAC"": 1}","{""BANELING"": 3, ""MARINE"": 1, ""ZERGLING"": 6}",2d94548dff14ce341b50937c6e74df7f90da13ac6261672a6527b67429579fb5
r2g_blind_compositional_1754,configs/blind_compositional/r2g_blind_compositional_1754.json,blind_compositional,marine_medivac_vs_swarm_02,marine_medivac_vs_swarm,legacy_r2_1300,True,4,immediate,5.3211,OCTAGON,compact,horizontal,7,10,425,350,1.2143,moderate_advantage,0.292208,"{""MARINE"": 6, ""MEDIVAC"": 1}","{""BANELING"": 3, ""MARINE"": 1, ""ZERGLING"": 6}",c01f2766e3051e485d24912e7b905dc3be21f62b378376c2414c32b46447b3ea
r2g_blind_compositional_1755,configs/blind_compositional/r2g_blind_compositional_1755.json,blind_compositional,marine_medivac_vs_swarm_02,marine_medivac_vs_swarm,legacy_r2_1300,True,5,near,8.7889,NARROW,split,narrow_same_side,7,10,425,350,1.2143,moderate_advantage,0.292208,"{""MARINE"": 6, ""MEDIVAC"": 1}","{""BANELING"": 3, ""MARINE"": 1, ""ZERGLING"": 6}",026f88e85d43eac62de1df64c535ebbeaf7a94d62cfbf949fe467273de048931
r2g_blind_compositional_1756,configs/blind_compositional/r2g_blind_compositional_1756.json,blind_compositional,marine_medivac_vs_swarm_02,marine_medivac_vs_swarm,legacy_r2_1300,True,6,medium,12.8971,OCTAGON,staggered,diag_up,7,10,425,350,1.2143,moderate_advantage,0.292208,"{""MARINE"": 6, ""MEDIVAC"": 1}","{""BANELING"": 3, ""MARINE"": 1, ""ZERGLING"": 6}",b6e5d556d32ffba8671aef72c6f487c759c229b090f3d19f548b39be1fe057f5
r2g_blind_compositional_1757,configs/blind_compositional/r2g_blind_compositional_1757.json,blind_compositional,marine_medivac_vs_swarm_02,marine_medivac_vs_swarm,legacy_r2_1300,True,7,far,17.0421,SIMPLE,type_split,horizontal,7,10,425,350,1.2143,moderate_advantage,0.292208,"{""MARINE"": 6, ""MEDIVAC"": 1}","{""BANELING"": 3, ""MARINE"": 1, ""ZERGLING"": 6}",876726fa81acf6517a500274ba0a04060f07e22dd80aac52a1dc876a433cb07e
r2g_blind_compositional_1758,configs/blind_compositional/r2g_blind_compositional_1758.json,blind_compositional,marine_medivac_vs_swarm_02,marine_medivac_vs_swarm,legacy_r2_1300,True,8,near,8.9105,OCTAGON,compact,vertical,7,10,425,350,1.2143,moderate_advantage,0.292208,"{""MARINE"": 6, ""MEDIVAC"": 1}","{""BANELING"": 3, ""MARINE"": 1, ""ZERGLING"": 6}",4526bf19b92fe45bb7e7ffa47181edd99c978448879c31fabc5a69b0f12b3e7a
r2g_blind_compositional_1759,configs/blind_compositional/r2g_blind_compositional_1759.json,blind_compositional,marine_medivac_vs_swarm_02,marine_medivac_vs_swarm,legacy_r2_1300,True,9,medium,12.8435,NARROW,split,narrow_cross_gate,7,10,425,350,1.2143,moderate_advantage,0.292208,"{""MARINE"": 6, ""MEDIVAC"": 1}","{""BANELING"": 3, ""MARINE"": 1, ""ZERGLING"": 6}",ba777827282320f0b92103abb8c4e43cf59fb6f76f6531f24433844713bd2b96
r2g_blind_compositional_1760,configs/blind_compositional/r2g_blind_compositional_1760.json,blind_compositional,marine_medivac_vs_swarm_02,marine_medivac_vs_swarm,legacy_r2_1300,True,10,immediate,5.4084,OCTAGON,staggered,diag_down,7,10,425,350,1.2143,moderate_advantage,0.292208,"{""MARINE"": 6, ""MEDIVAC"": 1}","{""BANELING"": 3, ""MARINE"": 1, ""ZERGLING"": 6}",2d2b9a97dc584374d08254f8bff5d56f9a5b507459668a9661a2743f4d8207c2
r2g_blind_compositional_1761,configs/blind_compositional/r2g_blind_compositional_1761.json,blind_compositional,terran_vs_stalker_colossus_01,terran_vs_stalker_colossus,legacy_r2_1300,True,1,near,8.7357,SIMPLE,type_split,diag_up,7,2,500,425,1.1765,moderate_advantage,0.360963,"{""MARAUDER"": 3, ""MARINE"": 4}","{""COLOSSUS"": 1, ""STALKER"": 1}",7e62e1175039de1151fb19dd38905aba0c98e3877aa923ed979ddaf627aa2ddb
r2g_blind_compositional_1762,configs/blind_compositional/r2g_blind_compositional_1762.json,blind_compositional,terran_vs_stalker_colossus_01,terran_vs_stalker_colossus,legacy_r2_1300,True,2,far,17.1698,SIMPLE,compact,horizontal,7,2,500,425,1.1765,moderate_advantage,0.360963,"{""MARAUDER"": 3, ""MARINE"": 4}","{""COLOSSUS"": 1, ""STALKER"": 1}",bd64b8d45b71c14b026ce85723ccc192553fceaded6f2bba0737c36f91530335
r2g_blind_compositional_1763,configs/blind_compositional/r2g_blind_compositional_1763.json,blind_compositional,terran_vs_stalker_colossus_01,terran_vs_stalker_colossus,legacy_r2_1300,True,3,medium,12.6015,SIMPLE,split,diag_down,7,2,500,425,1.1765,moderate_advantage,0.360963,"{""MARAUDER"": 3, ""MARINE"": 4}","{""COLOSSUS"": 1, ""STALKER"": 1}",0fa054fdd364924bde6222d0d7b05c4f03b92b35035b8fedfb8f0271bfaf4dd8
r2g_blind_compositional_1764,configs/blind_compositional/r2g_blind_compositional_1764.json,blind_compositional,terran_vs_stalker_colossus_01,terran_vs_stalker_colossus,legacy_r2_1300,True,4,immediate,5.4265,NARROW,staggered,narrow_same_side,7,2,500,425,1.1765,moderate_advantage,0.360963,"{""MARAUDER"": 3, ""MARINE"": 4}","{""COLOSSUS"": 1, ""STALKER"": 1}",3e68a3d2a58a7ff00ac56fa90c519d9d2b10b8217baa1d26be898cc329b51a9b
r2g_blind_compositional_1765,configs/blind_compositional/r2g_blind_compositional_1765.json,blind_compositional,terran_vs_stalker_colossus_01,terran_vs_stalker_colossus,legacy_r2_1300,True,5,near,8.7344,NARROW,compact,narrow_same_side,7,2,500,425,1.1765,moderate_advantage,0.360963,"{""MARAUDER"": 3, ""MARINE"": 4}","{""COLOSSUS"": 1, ""STALKER"": 1}",e7db06a15faff030767c13b0f8269803b30cccab4bca80b93ed167f52dd1a23c
r2g_blind_compositional_1766,configs/blind_compositional/r2g_blind_compositional_1766.json,blind_compositional,terran_vs_stalker_colossus_01,terran_vs_stalker_colossus,legacy_r2_1300,True,6,immediate,5.3997,OCTAGON,compact,horizontal,7,2,500,425,1.1765,moderate_advantage,0.360963,"{""MARAUDER"": 3, ""MARINE"": 4}","{""COLOSSUS"": 1, ""STALKER"": 1}",51628c109d1848af9cb33718ffde8d2f7bc43db7f539620e08316fd1f30aaab0
r2g_blind_compositional_1767,configs/blind_compositional/r2g_blind_compositional_1767.json,blind_compositional,terran_vs_stalker_colossus_01,terran_vs_stalker_colossus,legacy_r2_1300,True,7,near,8.7091,NARROW,split,narrow_same_side,7,2,500,425,1.1765,moderate_advantage,0.360963,"{""MARAUDER"": 3, ""MARINE"": 4}","{""COLOSSUS"": 1, ""STALKER"": 1}",1275ce99c77a89ddcd4d79058d66dcd1e90377e7fc2430aeea7b26a20b79d7df
r2g_blind_compositional_1768,configs/blind_compositional/r2g_blind_compositional_1768.json,blind_compositional,terran_vs_stalker_colossus_01,terran_vs_stalker_colossus,legacy_r2_1300,True,8,medium,12.9567,OCTAGON,staggered,diag_up,7,2,500,425,1.1765,moderate_advantage,0.360963,"{""MARAUDER"": 3, ""MARINE"": 4}","{""COLOSSUS"": 1, ""STALKER"": 1}",500423a37d0e50195e95445957602350672874c29f91e8648d585f90057c5a99
r2g_blind_compositional_1769,configs/blind_compositional/r2g_blind_compositional_1769.json,blind_compositional,terran_vs_stalker_colossus_01,terran_vs_stalker_colossus,legacy_r2_1300,True,9,far,16.9122,SIMPLE,type_split,horizontal,7,2,500,425,1.1765,moderate_advantage,0.360963,"{""MARAUDER"": 3, ""MARINE"": 4}","{""COLOSSUS"": 1, ""STALKER"": 1}",a4071d75c7ad169e301d5f41ae514e6fde72d2819f4779650aac78b0f70d8ec6
r2g_blind_compositional_1770,configs/blind_compositional/r2g_blind_compositional_1770.json,blind_compositional,terran_vs_stalker_colossus_01,terran_vs_stalker_colossus,legacy_r2_1300,True,10,near,8.8854,OCTAGON,compact,vertical,7,2,500,425,1.1765,moderate_advantage,0.360963,"{""MARAUDER"": 3, ""MARINE"": 4}","{""COLOSSUS"": 1, ""STALKER"": 1}",ae6f973db9df8629ccb020783e883f3c319115ffaee876dd168abd3bec7d49f1
r2g_blind_compositional_1771,configs/blind_compositional/r2g_blind_compositional_1771.json,blind_compositional,terran_vs_stalker_colossus_02,terran_vs_stalker_colossus,legacy_r2_1300,True,1,medium,12.9838,NARROW,split,narrow_cross_gate,9,3,650,550,1.1818,moderate_advantage,0.35124,"{""MARAUDER"": 4, ""MARINE"": 5}","{""COLOSSUS"": 1, ""STALKER"": 2}",784e2f536aad452216151d5994e60058f8e0ab2cb941af6d3485bdb354930796
r2g_blind_compositional_1772,configs/blind_compositional/r2g_blind_compositional_1772.json,blind_compositional,terran_vs_stalker_colossus_02,terran_vs_stalker_colossus,legacy_r2_1300,True,2,immediate,5.3772,OCTAGON,staggered,diag_down,9,3,650,550,1.1818,moderate_advantage,0.35124,"{""MARAUDER"": 4, ""MARINE"": 5}","{""COLOSSUS"": 1, ""STALKER"": 2}",6159d0b2c51b8eb7e2e0a022c461b5c6ae9ed67a34663c049266d2edfb08ec27
r2g_blind_compositional_1773,configs/blind_compositional/r2g_blind_compositional_1773.json,blind_compositional,terran_vs_stalker_colossus_02,terran_vs_stalker_colossus,legacy_r2_1300,True,3,near,8.9905,SIMPLE,type_split,diag_up,9,3,650,550,1.1818,moderate_advantage,0.35124,"{""MARAUDER"": 4, ""MARINE"": 5}","{""COLOSSUS"": 1, ""STALKER"": 2}",3495ff43838eb6100cdb59ea0ce14fe4fbfc21a3a3d47e380760cffae69875fe
r2g_blind_compositional_1774,configs/blind_compositional/r2g_blind_compositional_1774.json,blind_compositional,terran_vs_stalker_colossus_02,terran_vs_stalker_colossus,legacy_r2_1300,True,4,far,16.86,SIMPLE,compact,horizontal,9,3,650,550,1.1818,moderate_advantage,0.35124,"{""MARAUDER"": 4, ""MARINE"": 5}","{""COLOSSUS"": 1, ""STALKER"": 2}",fd42fea814538ce4b4015dab630fbfc02457eb0b2c8814ddb0f3baef15d4bdb6
r2g_blind_compositional_1775,configs/blind_compositional/r2g_blind_compositional_1775.json,blind_compositional,terran_vs_stalker_colossus_02,terran_vs_stalker_colossus,legacy_r2_1300,True,5,medium,12.6686,SIMPLE,split,diag_down,9,3,650,550,1.1818,moderate_advantage,0.35124,"{""MARAUDER"": 4, ""MARINE"": 5}","{""COLOSSUS"": 1, ""STALKER"": 2}",e1e7533cbfc731e5776ccd345ff00854424ec2aceadbd9fd627ff2d6715c9283
r2g_blind_compositional_1776,configs/blind_compositional/r2g_blind_compositional_1776.json,blind_compositional,terran_vs_stalker_colossus_02,terran_vs_stalker_colossus,legacy_r2_1300,True,6,immediate,5.2849,NARROW,staggered,narrow_same_side,9,3,650,550,1.1818,moderate_advantage,0.35124,"{""MARAUDER"": 4, ""MARINE"": 5}","{""COLOSSUS"": 1, ""STALKER"": 2}",3ece927ac58cb97a14ae08bafaa581a1cdd5990c374f94a2be09b15d5cf4e473
r2g_blind_compositional_1777,configs/blind_compositional/r2g_blind_compositional_1777.json,blind_compositional,terran_vs_stalker_colossus_02,terran_vs_stalker_colossus,legacy_r2_1300,True,7,near,8.6498,NARROW,compact,narrow_same_side,9,3,650,550,1.1818,moderate_advantage,0.35124,"{""MARAUDER"": 4, ""MARINE"": 5}","{""COLOSSUS"": 1, ""STALKER"": 2}",1f92d7b29c1dc437a4aee528910c754bf7f5ea0cb1471a57bcba5ec1febb571b
r2g_blind_compositional_1778,configs/blind_compositional/r2g_blind_compositional_1778.json,blind_compositional,terran_vs_stalker_colossus_02,terran_vs_stalker_colossus,legacy_r2_1300,True,8,immediate,5.5411,OCTAGON,compact,horizontal,9,3,650,550,1.1818,moderate_advantage,0.35124,"{""MARAUDER"": 4, ""MARINE"": 5}","{""COLOSSUS"": 1, ""STALKER"": 2}",df8f4afb5d57a42bd3d24af28ecde280b97e5eb14c4f38dd3a2bb0fe45b6efb6
r2g_blind_compositional_1779,configs/blind_compositional/r2g_blind_compositional_1779.json,blind_compositional,terran_vs_stalker_colossus_02,terran_vs_stalker_colossus,legacy_r2_1300,True,9,near,8.6408,NARROW,split,narrow_same_side,9,3,650,550,1.1818,moderate_advantage,0.35124,"{""MARAUDER"": 4, ""MARINE"": 5}","{""COLOSSUS"": 1, ""STALKER"": 2}",17f2f02714282d5c1f4bfdd102c4ada5f1f324066341d8d6bfda30a0759a45f8
r2g_blind_compositional_1780,configs/blind_compositional/r2g_blind_compositional_1780.json,blind_compositional,terran_vs_stalker_colossus_02,terran_vs_stalker_colossus,legacy_r2_1300,True,10,medium,12.7371,OCTAGON,staggered,diag_up,9,3,650,550,1.1818,moderate_advantage,0.35124,"{""MARAUDER"": 4, ""MARINE"": 5}","{""COLOSSUS"": 1, ""STALKER"": 2}",17b3565d8058acd5aaaca5791bef8f5fb608c9669e11144ab276e828ae592e3c
r2g_blind_compositional_1781,configs/blind_compositional/r2g_blind_compositional_1781.json,blind_compositional,mmm_vs_stalker_zealot_01,mmm_vs_stalker_zealot,legacy_r2_1300,True,1,far,16.9762,SIMPLE,type_split,horizontal,7,4,525,450,1.1667,moderate_advantage,0.378788,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""STALKER"": 2, ""ZEALOT"": 2}",32a527561be8ec0335a56a6be505547c6e36e89c78d56bbb2c4bc3aef4a85b7f
r2g_blind_compositional_1782,configs/blind_compositional/r2g_blind_compositional_1782.json,blind_compositional,mmm_vs_stalker_zealot_01,mmm_vs_stalker_zealot,legacy_r2_1300,True,2,near,8.785,OCTAGON,compact,vertical,7,4,525,450,1.1667,moderate_advantage,0.378788,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""STALKER"": 2, ""ZEALOT"": 2}",e9c2da12d92d8b0de2a9239119323d9c9b1091c646c3ff07121646a30d50516c
r2g_blind_compositional_1783,configs/blind_compositional/r2g_blind_compositional_1783.json,blind_compositional,mmm_vs_stalker_zealot_01,mmm_vs_stalker_zealot,legacy_r2_1300,True,3,medium,12.7871,NARROW,split,narrow_cross_gate,7,4,525,450,1.1667,moderate_advantage,0.378788,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""STALKER"": 2, ""ZEALOT"": 2}",993e71ee00a648c3b1b7c49fdea6cdac21dd24e89e8bbef548742c64d3c8ba93
